id	prompt_tokens	target_tokens	nll	avg_nll	first_match	greedy_lcp	api_ref_tokens	api_target_tokens	api_target_mae	api_target_mean_delta	api_top_items	api_top_mapped	api_top_coverage	api_top1_count	api_top1_match	api_top1_rate	api_topn_ref	api_topn_hit	api_topn_recall	api_top_logprob_count	api_top_mae	api_top_mean_delta	api_pair_total	api_pair_agree	api_pair_rate
case_058	28	26	15.334834387	0.589801323	0	0	24	0	0.000000000	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0	0.000000000	0	0.000000000	0.000000000	0	0	0.000000000
case_059	26	24	6.327814008	0.263658917	1	9	24	24	0.094631531	0.022415312	480	478	0.995833333	24	23	0.958333333	478	409	0.855648536	478	0.477026328	-0.005865056	4453	4015	0.901639344
case_060	23	24	0.828973351	0.034540556	1	24	24	24	0.021660310	0.008868233	480	474	0.987500000	24	24	1.000000000	474	417	0.879746835	474	0.547632710	0.168683138	4379	3866	0.882849966
case_061	23	24	4.653174448	0.193882269	1	24	24	24	0.056760961	0.014186879	480	480	1.000000000	24	24	1.000000000	480	421	0.877083333	480	0.467732618	-0.066290232	4487	4105	0.914865166
case_062	20	24	1.059856642	0.044160693	1	24	24	24	0.024737248	0.012417279	480	475	0.989583333	24	24	1.000000000	475	420	0.884210526	475	0.564625316	-0.190184042	4405	3954	0.897616345
case_063	21	24	7.181257662	0.299219069	1	21	24	24	0.129517229	-0.113994928	480	479	0.997916667	24	22	0.916666667	479	424	0.885177453	479	0.505040082	0.049838686	4481	3994	0.891318902
case_064	19	24	2.618814132	0.109117256	1	24	24	24	0.017830164	-0.011898424	480	478	0.995833333	24	24	1.000000000	478	430	0.899581590	478	0.362507845	-0.022617020	4463	4134	0.926282769
case_065	20	24	6.981177929	0.290882414	0	0	24	24	0.169658174	-0.130076370	480	476	0.991666667	24	21	0.875000000	476	428	0.899159664	476	0.511947352	0.054914535	4403	3975	0.902793550
case_066	22	24	7.336526079	0.305688587	1	10	24	24	0.064752269	-0.057498284	480	479	0.997916667	24	22	0.916666667	479	443	0.924843424	479	0.400886666	0.097484560	4487	4121	0.918431023
case_067	22	24	4.397822503	0.183242604	1	2	24	24	0.084476835	-0.068214979	480	478	0.995833333	24	21	0.875000000	478	417	0.872384937	478	0.465977783	0.106570542	4455	4009	0.899887767
